native_frame,t_ms,interval_start_ms,interval_end_ms,flutter_frame,flutter_t_ms,motion_sample,visibility_mismatch,interval_visibility_mismatch,native_0_x,flutter_0_x,native_1_x,flutter_1_x,native_2_x,flutter_2_x,native_3_x,flutter_3_x
43,960.1899499999995,932.1093999999998,981.8289,87,950.0,False,False,False,,,24.0,24,,,,
44,990.25065,963.1876000000002,1010.8721,89,983.3330000000001,False,False,False,,,24.0,24,,,,
45,1038.76935,992.2377000000001,1078.8593999999998,92,1033.333,False,False,False,,,24.0,24,,,,
46,1102.9557499999996,1060.2707999999998,1139.1991000000003,96,1100.0,False,False,False,,,24.0,24,,,,
47,1163.9013999999997,1120.7144000000003,1200.6468,99,1150.0,False,False,False,,,24.0,24,,,,
48,1218.7798499999994,1182.0099,1249.1082000000001,103,1216.667,False,False,False,,,24.0,24,,,,
49,1257.3287,1230.4612000000002,1277.7545999999998,105,1250.0,False,False,False,,,24.0,24,,,,
50,1301.5273499999994,1259.1286,1337.4845,108,1300.0,False,False,False,,,24.0,24,,,,
51,1346.4121999999998,1318.8501,1367.5327000000002,110,1333.333,False,False,False,,,24.0,24,,,,
52,1385.6076999999996,1348.806,1415.9678,113,1383.333,False,False,False,,,24.0,24,,,,
53,1425.9042999999997,1397.3443000000002,1448.0227,115,1416.667,False,False,False,,,24.0,24,,,,
54,1457.6925499999998,1429.3986,1479.5449000000003,117,1450.0,False,False,False,,,24.0,24,,,,
55,1487.5304499999997,1460.9457000000002,1507.6735999999996,119,1483.333,False,False,False,,,24.0,24,,,,
56,1522.7572499999997,1489.0527000000002,1550.0202000000004,121,1516.667,False,False,False,,,24.0,24,,,,
57,1560.9485499999996,1531.2984999999999,1584.1569999999997,123,1550.0,False,False,False,,,24.0,24,,,,
58,1593.7512499999998,1565.5145000000002,1615.5463999999997,125,1583.333,True,False,False,,,24.0,30,,,,
59,1630.2218999999996,1596.9754000000003,1657.0268,127,1616.667,True,False,False,,,35.0,35,,,,
60,1674.3530999999994,1638.437,1703.8276,130,1666.667,True,False,False,,,39.0,39,,,,
