native_frame,t_ms,interval_start_ms,interval_end_ms,flutter_frame,flutter_t_ms,motion_sample,visibility_mismatch,interval_visibility_mismatch,native_0_x,flutter_0_x,native_1_x,flutter_1_x,native_2_x,flutter_2_x,native_3_x,flutter_3_x
73,1667.0210000000002,1631.8352,1699.5680000000002,130,1666.667,True,False,False,28.0,25,,,,,,
74,1727.0090500000001,1690.1956999999998,1761.1836000000003,133,1716.667,False,False,False,26.0,25,,,,,,
75,1786.4603000000002,1751.7655999999997,1818.5162,137,1783.333,False,False,False,25.0,24,,,,,,
76,1847.002,1809.2671999999998,1882.098,140,1833.333,False,False,False,25.0,24,,,,,,
77,1906.3030000000003,1872.7869,1937.1803,144,1900.0,False,False,False,24.0,24,,,,,,
78,1949.11645,1927.9197,1967.6744000000003,146,1933.333,False,False,False,24.0,24,,,,,,
79,1978.9817500000004,1958.3953999999999,1996.9293000000002,148,1966.667,False,False,False,24.0,24,,,,,,
80,2009.8017000000004,1987.5058,2029.4588000000003,150,2000.0,False,False,False,24.0,24,,,,,,
81,2042.1592999999998,2020.0389999999998,2061.6408,152,2033.333,False,False,False,24.0,24,,,,,,
82,2070.385,2052.2925,2085.8387000000002,154,2066.667,False,False,False,24.0,24,,,,,,
83,2097.8816500000003,2076.681,2116.4435000000003,155,2083.333,False,False,False,24.0,24,,,,,,
84,2128.4073000000003,2107.1333999999997,2147.0424000000003,157,2116.667,False,False,False,24.0,24,,,,,,
85,2158.2363,2137.6229,2176.2109,159,2150.0,False,False,False,24.0,24,,,,,,
86,2189.24485,2166.9435,2208.9074,161,2183.333,False,False,False,24.0,24,,,,,,
87,2220.4699,2199.5969,2238.7041,163,2216.667,False,False,False,24.0,24,,,,,,
88,2249.00765,2229.3968999999997,2265.9796,164,2233.333,False,False,False,24.0,24,,,,,,
89,2277.0403,2256.6785,2294.7633,166,2266.667,False,False,False,24.0,24,,,,,,
90,2309.0913,2285.4132,2330.1306,168,2300.0,False,False,False,24.0,24,,,,,,
91,2340.3828,2320.8176,2357.3092,170,2333.333,False,False,False,24.0,24,,,,,,
92,2368.62495,2348.0115,2386.5996,172,2366.667,False,False,False,24.0,24,,,,,,
93,2398.82945,2377.333,2417.6871,173,2383.333,False,False,False,24.0,24,,,,,,
94,2428.3376000000003,2408.3815999999997,2445.6548000000003,175,2416.667,False,False,False,24.0,24,,,,,,
95,2458.5384,2436.3080999999997,2478.1299000000004,177,2450.0,False,False,False,24.0,24,,,,,,
96,2490.9492000000005,2468.8269,2510.4327000000003,179,2483.333,False,False,False,24.0,24,,,,,,
97,2519.66815,2501.0479,2535.6496,181,2516.667,False,False,False,24.0,24,,,,,,
98,2547.4106,2526.3561,2565.8263,182,2533.333,False,False,False,24.0,24,,,,,,
99,2580.0753999999997,2556.5116,2601.000400000001,184,2566.667,False,False,False,24.0,24,,,,,,
100,2611.063,2591.6962999999996,2627.7909,186,2600.0,False,False,False,24.0,24,,,,,,
101,2640.1388499999994,2618.3662000000004,2659.2726999999995,188,2633.333,False,False,False,24.0,24,,,,,,
102,2671.2781999999997,2649.9275,2689.9901,190,2666.667,False,False,False,24.0,24,,,,,,
103,2699.8466499999995,2680.7,2716.3545000000004,191,2683.333,False,False,False,24.0,24,,,,,,
104,2729.3063,2706.9274000000005,2749.0464,193,2716.667,False,False,False,24.0,24,,,,,,
105,2761.8322,2739.6223,2781.4033,195,2750.0,False,False,False,24.0,24,,,,,,
